ДАТА,ДЕНЬ НЕДЕЛИ,ЧАСЫ,МИНУТЫ,ТАГ,ГОСНОМЕР,ВЪЕЗД,ВЫЕЗД,К ОПЛАТЕ
2021-11-07,6,4,22,19450397344,CB9166PH,Šimanovci , Adaševci,2300
2021-11-07,6,4,25,20290902970,07ATF004,Šid , Šimanovci,2580
2021-11-07,6,4,25,20410680720,07ARB937,Šid , Šimanovci,2580
2021-11-07,6,4,27,19241020437,RA0057AC,Stara Pazova , Subotica,3810
2021-11-07,6,4,27,20300658307,42AJA819,Morović , Šimanovci,2300
2021-11-07,6,4,28,19440719227,CB8182AM,Paraćin , Beograd,3500
2021-11-07,6,4,28,19440719532,CB9260BA,Paraćin , Beograd,3500
2021-11-07,6,4,30,19221140817,42CEK06,Dimitrovgrad , Pirot istok,570
2021-11-07,6,4,30,19241028471,07DKC25,Šid , Šimanovci,2580
2021-11-07,6,4,31,20410536716,35ATS086,Šid , Šimanovci,2580
2021-11-07,6,4,32,20410536914,35ATS167,Šid , Šimanovci,2580
2021-11-07,6,4,32,21250616279,35ASH173,Šid , Šimanovci,2580
2021-11-07,6,4,33,20290902137,34DGR047,Šid , Šimanovci,2580
2021-11-07,6,4,42,19221167588,PB2493CK,Paraćin , Beograd,3500
2021-11-07,6,4,42,20400885024,CB0266CH,Paraćin , Beograd,3500
2021-11-07,6,4,43,21320619295,16ARE960,Šid , Šimanovci,2580
2021-11-07,6,4,44,19451087324,CB7831BB,Beograd , Vladičin Han,7390
2021-11-07,6,4,45,19451080238,81EL187,Šid , Šimanovci,2580
2021-11-07,6,4,48,19450422993,42AFF654,Šimanovci , Adaševci,2300
2021-11-07,6,4,49,19431002864,81BG187,Adaševci , Šimanovci,2980
2021-11-07,6,4,50,19431002468,34ZU0712,Šid , Šimanovci,2580
2021-11-07,6,4,51,19221102239,KH0492BP,Šid , Šimanovci,2580
2021-11-07,6,4,51,20290902095,31AGK907,Beograd , Dimitrovgrad,7860
2021-11-07,6,4,51,20400953061,34DGA099,Beograd , Bela Palanka,6420
2021-11-07,6,4,52,20300663661,35AHZ32,Dimitrovgrad , Beograd,7860
2021-11-07,6,4,52,20410680795,34AJJ176,Dimitrovgrad , Niš Malča,2160
2021-11-07,6,4,54,19431047638,76AAJ021,Pećinci , Adaševci,1800
2021-11-07,6,4,56,19200563765,CB0485KB,Morović , Šimanovci,2300
2021-11-07,6,4,56,20300655568,34SJ7528,Niš Malča , Dimitrovgrad,2160
2021-11-07,6,4,56,21320608264,34AJJ180,Niš Malča , Dimitrovgrad,2160
2021-11-07,6,5,2,21250614084,10AOS61,Stara Pazova , Subotica,3810
2021-11-07,6,5,3,19440719656,06BMP535,Šimanovci , Adaševci,2300
2021-11-07,6,5,3,19441088119,06JTJ55,Šimanovci , Adaševci,2300
2021-11-07,6,5,4,20410680290,34BSA417,Mali Požarevac , Beograd,460
2021-11-07,6,5,4,21250616410,34EIN645,Mali Požarevac , Beograd,460
2021-11-07,6,5,6,21320610617,16ARE188,Dimitrovgrad , Beograd,7860
2021-11-07,6,5,8,19231111873,07MZH03,Dimitrovgrad , Beograd,7860
2021-11-07,6,5,8,20400885362,61K9978,Mali Požarevac , Beograd,460
2021-11-07,6,5,16,20300513825,81FC215,Šimanovci , Ruma,880
2021-11-07,6,5,16,20400879092,81ABU885,Šimanovci , Ruma,880
2021-11-07,6,5,17,20300658067,81FC970,Šimanovci , Ruma,880
2021-11-07,6,5,17,20400890958,35ATS179,Preševo , Beograd,8910
2021-11-07,6,5,25,19451125454,81ABH719,Dimitrovgrad , Beograd,7860
2021-11-07,6,5,25,19460014632,81ABH723,Dimitrovgrad , Beograd,7860
2021-11-07,6,5,25,20400885230,81ABS509,Dimitrovgrad , Beograd,7860
2021-11-07,6,5,27,19221140817,42CEK06,Pirot zapad , Niš Malča,1320
2021-11-07,6,5,27,20400877971,14BL746,Niš Malča , Dimitrovgrad,2160
2021-11-07,6,5,27,20400885545,42CVT54,Dimitrovgrad , Niš Malča,2160
2021-11-07,6,5,27,21390370787,31AEG923,Stara Pazova , Subotica,3810
2021-11-07,6,5,28,19200563153,14ABD175,Pojate , Pirot zapad,3210
2021-11-07,6,5,28,19460016702,42Z3636,Dimitrovgrad , Beograd,7860
2021-11-07,6,5,31,20400949283,SK2612AI,Subotica , Stara Pazova,3810
2021-11-07,6,5,33,19241032085,CB6609PB,Šid , Šimanovci,2580
2021-11-07,6,5,38,20410536609,33RK439,Šimanovci , Šid,2580
2021-11-07,6,5,38,20410728305,33RK187,Šimanovci , Šid,2580
2021-11-07,6,5,39,19440719607,CB0720AA,Paraćin , Beograd,3500
2021-11-07,6,5,43,19440719128,22UN190,Niš Malča , Dimitrovgrad,2160
2021-11-07,6,5,44,19450422092,34CJC404,Dimitrovgrad , Beograd,7860
2021-11-07,6,5,51,20400902654,34TY7703,Šid , Šimanovci,2580
2021-11-07,6,5,51,20400907554,33AFM811,Stara Pazova , Subotica,3810
2021-11-07,6,5,53,20410724536,16ANP138,Pirot zapad , Beograd,7020
2021-11-07,6,5,54,20300542808,34EJK131,Šid , Šimanovci,2580
2021-11-07,6,5,56,19431047075,14GM656,Šid , Šimanovci,2580
2021-11-07,6,5,59,19440719227,CB8182AM,Šimanovci , Adaševci,2300
2021-11-07,6,5,59,20410732349,34DHE033,Stara Pazova , Subotica,3810
2021-11-07,6,6,0,19440719532,CB9260BA,Šimanovci , Adaševci,2300
2021-11-07,6,6,0,20300655741,14GH540,Dimitrovgrad , Beograd,7860
2021-11-07,6,6,0,21390370159,33AIH750,Šimanovci , Šid,2580
2021-11-07,6,6,1,20400907786,14ABE636,Šid , Šimanovci,2580
2021-11-07,6,6,6,20400885024,CB0266CH,Šimanovci , Kuzmin,1900
2021-11-07,6,6,6,21390376271,34ENJ108,Beograd , Pirot istok,7280
2021-11-07,6,6,7,19221167588,PB2493CK,Šimanovci , Kuzmin,1900
2021-11-07,6,6,7,20300655543,CB8990AH,Šid , Šimanovci,2580
2021-11-07,6,6,11,21250614704,31AGR800,Stara Pazova , Subotica,3810
2021-11-07,6,6,15,20400879837,PGKG794,Stara Pazova , Subotica,3810
2021-11-07,6,6,19,20410699340,16ANP744,Dimitrovgrad , Beograd,7860
2021-11-07,6,6,24,20400877278,34VT4549,Beograd , Dimitrovgrad,7860
2021-11-07,6,6,24,21320608587,34DZL303,Beograd , Dimitrovgrad,7860
2021-11-07,6,6,25,20410724981,10AFE267,Stara Pazova , Subotica,3810
2021-11-07,6,6,27,20300513569,34DMJ516,Subotica , Stara Pazova,3810
2021-11-07,6,6,28,20300838586,34CJC687,Beograd , Niš Malča,5690
2021-11-07,6,6,35,20290902301,33ABS725,Beograd , Dimitrovgrad,7860
2021-11-07,6,6,35,20400879357,35AYL607,Dimitrovgrad , Beograd,7860
2021-11-07,6,6,37,20400953871,33RK285,Beograd , Dimitrovgrad,7860
2021-11-07,6,6,38,20300611918,33RK703,Beograd , Dimitrovgrad,7860
2021-11-07,6,6,38,20410680290,34BSA417,Šimanovci , Šid,2580
2021-11-07,6,6,38,21250616410,34EIN645,Šimanovci , Šid,2580
2021-11-07,6,6,41,19450392618,31BC750,Subotica , Stara Pazova,3810
2021-11-07,6,6,41,19451045942,31AYY37,Subotica , Stara Pazova,3810
2021-11-07,6,6,42,19460016686,31AJ957,Subotica , Stara Pazova,3810
2021-11-07,6,6,46,20400885362,61K9978,Šimanovci , Šid,2580
2021-11-07,6,6,47,19450422589,31FM104,Dimitrovgrad , Beograd,7860
2021-11-07,6,6,51,20300655790,81FC211,Šid , Šimanovci,2580
2021-11-07,6,6,51,20400890958,35ATS179,Šimanovci , Adaševci,2300
2021-11-07,6,6,53,20410536724,CO9388BC,Mali Požarevac , Beograd,460
2021-11-07,6,6,57,19451125454,81ABH719,Šimanovci , Adaševci,2300
2021-11-07,6,6,57,19460014632,81ABH723,Šimanovci , Adaševci,2300
2021-11-07,6,6,57,20400885230,81ABS509,Šimanovci , Adaševci,2300
2021-11-07,6,7,0,20400885057,42AIZ758,Šid , Šimanovci,2580
2021-11-07,6,7,1,19451125215,CO5593CC,Vrbas , Stara Pazova,2170
2021-11-07,6,7,2,19460016702,42Z3636,Šimanovci , Adaševci,2300
2021-11-07,6,7,2,21250614332,33AFC326,Stara Pazova , Subotica,3810
2021-11-07,6,7,2,21250614522,33FF098,Stara Pazova , Subotica,3810
2021-11-07,6,7,2,21390370316,33AIL684,Stara Pazova , Subotica,3810
2021-11-07,6,7,4,20300513726,34EIN344,Subotica , Stara Pazova,3810
2021-11-07,6,7,4,20400879688,LJ16AVK,Morović , Šimanovci,2300
2021-11-07,6,7,5,20290902509,33AHC625,Subotica , Stara Pazova,3810
2021-11-07,6,7,13,21320619154,16ARE236,Šimanovci , Šid,2580
2021-11-07,6,7,14,21390370233,68HT200,Stara Pazova , Žednik,3240
2021-11-07,6,7,14,21390370274,68EK006,Stara Pazova , Žednik,3240
2021-11-07,6,7,14,21390370357,34JC5262,Stara Pazova , Žednik,3240
2021-11-07,6,7,15,19440719607,CB0720AA,Šimanovci , Adaševci,2300
2021-11-07,6,7,16,20300655667,81EG889,Subotica , Stara Pazova,3810
2021-11-07,6,7,18,19200563682,34TK7578,Morović , Šimanovci,2300
2021-11-07,6,7,18,20400890503,BT1114AF,Subotica , Stara Pazova,3810
2021-11-07,6,7,22,19440696383,CB3174HC,Beograd , Dimitrovgrad,7860
2021-11-07,6,7,24,20410724536,16ANP138,Šimanovci , Šid,2580
2021-11-07,6,7,27,21320619154,16ARE236,Šid , Morović,240
2021-11-07,6,7,32,19440696813,CB5233MP,Mali Požarevac , Pirot istok,6820
2021-11-07,6,7,33,19440719268,CA4340TC,Mali Požarevac , Pirot istok,6820
2021-11-07,6,7,33,20290902582,34ENC510,Beograd , Dimitrovgrad,7860
2021-11-07,6,7,34,20400907984,81EB228,Beograd , Dimitrovgrad,7860
2021-11-07,6,7,34,21320619782,42DMC60,Beograd , Dimitrovgrad,7860
2021-11-07,6,7,40,19241020593,ST7977AC,Preševo , Beograd,8910
2021-11-07,6,7,42,20400885347,81FK600,Beograd , Dimitrovgrad,7860
2021-11-07,6,7,42,20410724205,81FC336,Beograd , Dimitrovgrad,7860
2021-11-07,6,7,43,20410724387,81FC335,Beograd , Dimitrovgrad,7860
2021-11-07,6,7,50,19241020262,TE3000VL,Šid , Šimanovci,2580
2021-11-07,6,7,52,20410699340,16ANP744,Šimanovci , Šid,2580
2021-11-07,6,7,55,19241032085,CB6609PB,Beograd , Paraćin,3500
2021-11-07,6,7,55,19451125132,CB5005AC,Mali Požarevac , Beograd,460
2021-11-07,6,7,58,19431002385,CB1834BM,Beograd , Vladičin Han,7390
2021-11-07,6,7,58,21320619295,16ARE960,Beograd , Niš Malča,5690
2021-11-07,6,8,4,20400854442,RA2680AC,Beograd , Preševo,8910
2021-11-07,6,8,10,20400879357,35AYL607,Šimanovci , Adaševci,2300
2021-11-07,6,8,11,20410724148,81DJ770,Šid , Šimanovci,2580
2021-11-07,6,8,16,20290902335,34ENJ073,Beograd , Dimitrovgrad,7860
2021-11-07,6,8,17,20300838677,34DFZ912,Smederevo , Pirot zapad,5940
2021-11-07,6,8,21,19440718997,42ABN929,Dimitrovgrad , Beograd,7860
2021-11-07,6,8,21,20300655741,14GH540,Stara Pazova , Subotica,3810
2021-11-07,6,8,21,21390370431,27KN691,Stara Pazova , Subotica,3810
2021-11-07,6,8,23,19440719573,34CJC704,Dimitrovgrad , Niš Malča,2160
2021-11-07,6,8,23,20300513999,34DHD600,Dimitrovgrad , Niš Malča,2160
2021-11-07,6,8,24,20300513270,10AFV241,Niš Malča , Dimitrovgrad,2160
2021-11-07,6,8,24,20410536724,CO9388BC,Šimanovci , Adaševci,2300
2021-11-07,6,8,24,21320610294,33NB683,Beograd , Dimitrovgrad,7860
2021-11-07,6,8,25,19241026236,CB3328KX,Beograd , Niš Malča,5690
2021-11-07,6,8,25,20400854640,RA2782AC,Beograd , Preševo,8910
2021-11-07,6,8,36,19440719904,SK4129AC,Subotica , Stara Pazova,3810
2021-11-07,6,8,36,20400885271,42AHV804,Dimitrovgrad , Beograd,7860
2021-11-07,6,8,36,20410732984,34DMG510,Beograd , Dimitrovgrad,7860
2021-11-07,6,8,39,19450392527,16ABS558,Šid , Šimanovci,2580
2021-11-07,6,8,39,19451080287,16AKC505,Šid , Šimanovci,2580
2021-11-07,6,8,39,21390370191,33ACT547,Mali Požarevac , Beograd,460
2021-11-07,6,8,41,20400879688,LJ16AVK,Obrenovac , Preljina,2560
2021-11-07,6,8,41,20400953491,CB1861PM,Morović , Šimanovci,2300
2021-11-07,6,8,46,20400890255,34DMP201,Beograd , Dimitrovgrad,7860
2021-11-07,6,8,47,20300655139,34DPH499,Dimitrovgrad , Beograd,7860
2021-11-07,6,8,52,20410729444,33ENF64,Pirot zapad , Beograd,7020
2021-11-07,6,8,58,19231120924,34FP3738,Beograd , Dimitrovgrad,7860
2021-11-07,6,8,59,19221140817,42CEK06,Niš Malča , Mali Požarevac,5230
2021-11-07,6,8,59,20400885545,42CVT54,Niš Malča , Mali Požarevac,5230
2021-11-07,6,9,6,19450422589,31FM104,Stara Pazova , Subotica,3810
2021-11-07,6,9,9,20400885875,77AAV145,Beograd , Dimitrovgrad,7860
2021-11-07,6,9,9,20400953566,81ABP393,Dimitrovgrad , Smederevo,6790
2021-11-07,6,9,11,21390370043,34ENC493,Dimitrovgrad , Niš Malča,2160
2021-11-07,6,9,12,19241020593,ST7977AC,Šimanovci , Šid,2580
2021-11-07,6,9,12,19450392410,16AIM153,Beograd , Dimitrovgrad,7860
2021-11-07,6,9,12,21390370282,31AGU205,Dimitrovgrad , Beograd,7860
2021-11-07,6,9,19,19431001148,PA6366BT,Paraćin , Beograd,3500
2021-11-07,6,9,22,20410729352,34AJJ168,Niš Malča , Dimitrovgrad,2160
2021-11-07,6,9,22,21250614050,34DMH150,Niš Malča , Dimitrovgrad,2160
2021-11-07,6,9,23,20400907364,34ZN5109,Dimitrovgrad , Beograd,7860
2021-11-07,6,9,25,21250614746,34CJC604,Subotica , Stara Pazova,3810
2021-11-07,6,9,26,19241028471,07DKC25,Beograd , Dimitrovgrad,7860
2021-11-07,6,9,26,19450422092,34CJC404,Stara Pazova , Subotica,3810
2021-11-07,6,9,26,20410679763,CB4529BH,Morović , Šimanovci,2300
2021-11-07,6,9,27,20300838677,34DFZ912,Pirot istok , Dimitrovgrad,570
2021-11-07,6,9,29,20410729394,16ANY940,Dimitrovgrad , Pirot istok,570
2021-11-07,6,9,31,20300658307,42AJA819,Beograd , Dimitrovgrad,7860
2021-11-07,6,9,33,19231026915,34KB8377,Šid , Šimanovci,2580
2021-11-07,6,9,35,19451125132,CB5005AC,Stara Pazova , Vrbas,2170
2021-11-07,6,9,36,19241026194,CB2125AX,Dimitrovgrad , Beograd,7860
2021-11-07,6,9,36,19241026251,CB1454HA,Dimitrovgrad , Beograd,7860
2021-11-07,6,9,39,19200563765,CB0485KB,Beograd , Vladičin Han,7390
2021-11-07,6,9,39,19221102239,KH0492BP,Beograd , Vladičin Han,7390
2021-11-07,6,9,40,21390370449,31AGJ316,Dimitrovgrad , Beograd,7860
2021-11-07,6,9,41,21320610526,34ZN6924,Beograd , Dimitrovgrad,7860
2021-11-07,6,9,42,19450422159,CA4175KK,Pirot zapad , Beograd,7020
2021-11-07,6,9,45,19460014079,ZG6166GU,Beograd , Batočina,2370
2021-11-07,6,9,46,19451035083,34BMD652,Šid , Šimanovci,2580
2021-11-07,6,9,47,20290902970,07ATF004,Beograd , Dimitrovgrad,7860
2021-11-07,6,9,47,20410680720,07ARB937,Beograd , Dimitrovgrad,7860
2021-11-07,6,9,51,20400953806,34TU4778,Dimitrovgrad , Beograd,7860
2021-11-07,6,9,53,19241031012,35HJN29,Morović , Šimanovci,2300
2021-11-07,6,9,53,20400953913,35ATR933,Morović , Šimanovci,2300
2021-11-07,6,9,54,19440718997,42ABN929,Šimanovci , Adaševci,2300
2021-11-07,6,9,54,20410536740,35ATS085,Morović , Šimanovci,2300
2021-11-07,6,9,55,20300773577,31AGR329,Dimitrovgrad , Beograd,7860
2021-11-07,6,9,56,19241032721,34KM4062,Šid , Šimanovci,2580
2021-11-07,6,9,57,19431002468,34ZU0712,Beograd , Dimitrovgrad,7860
2021-11-07,6,9,58,20410536930,81ABP399,Šid , Šimanovci,2580
2021-11-07,6,9,59,19231120940,81BG214,Šid , Šimanovci,2580
2021-11-07,6,9,59,20300658745,81FC998,Dimitrovgrad , Beograd,7860
2021-11-07,6,10,0,21320619295,16ARE960,Niš Malča , Dimitrovgrad,2160
2021-11-07,6,10,1,19231111154,07DJY18,Dimitrovgrad , Beograd,7860
2021-11-07,6,10,1,20400953830,PGB435,Dimitrovgrad , Beograd,7860
2021-11-07,6,10,4,19241020387,KU5704AD,Šid , Šimanovci,2580
2021-11-07,6,10,6,20410699928,POY273,Novi Sad Sever , Subotica,2370
2021-11-07,6,10,7,20410729253,34DDN875,Pirot istok , Beograd,7280
2021-11-07,6,10,8,20410536914,35ATS167,Beograd , Preševo,8910
2021-11-07,6,10,9,20410536716,35ATS086,Beograd , Preševo,8910
2021-11-07,6,10,10,19451124978,34CZH618,Šid , Šimanovci,2580
2021-11-07,6,10,11,20400953731,34DJT206,Dimitrovgrad , Šid,2980
2021-11-07,6,10,11,21320619329,34TR7260,Dimitrovgrad , Beograd,7860
2021-11-07,6,10,12,20400885271,42AHV804,Šimanovci , Šid,2580
2021-11-07,6,10,15,19440696128,CB2526MX,Šid , Šimanovci,2580
2021-11-07,6,10,20,19221102478,34EL9336,Šid , Šimanovci,2580
2021-11-07,6,10,22,20300655139,34DPH499,Šimanovci , Adaševci,2300
2021-11-07,6,10,22,20410699381,CB8235KM,Mali Požarevac , Dimitrovgrad,7390
2021-11-07,6,10,22,21320619659,CB9721CP,Mali Požarevac , Dimitrovgrad,7390
2021-11-07,6,10,25,21320608116,CB2526KT,Niš Malča , Beograd,5690
2021-11-07,6,10,26,19451080238,81EL187,Beograd , Dimitrovgrad,7860
2021-11-07,6,10,26,19451124895,CB2526BT,Niš Malča , Beograd,5690
2021-11-07,6,10,27,21320619832,34YR6171,Beograd , Pirot istok,7280
2021-11-07,6,10,29,20410699639,EH8679KH,Morović , Šimanovci,2300
2021-11-07,6,10,30,21390370191,33ACT547,Stara Pazova , Feketić,2410
2021-11-07,6,10,35,19440719839,34CRS945,Pirot istok , Beograd,7280
2021-11-07,6,10,35,20410728479,42DAT66,Pirot istok , Beograd,7280
2021-11-07,6,10,36,19460014277,PZ520EB,Šid , Šimanovci,2580
2021-11-07,6,10,41,20410680548,PB2103XP,Vladičin Han , Smederevo,6320
2021-11-07,6,10,44,19231093295,61K0198,Pirot zapad , Beograd,7020
2021-11-07,6,10,44,20300658588,61ADR220,Pirot zapad , Beograd,7020
2021-11-07,6,10,44,20400877401,61BU480,Pirot zapad , Beograd,7020
2021-11-07,6,10,45,20400877203,PK7386BP,Morović , Šimanovci,2300
2021-11-07,6,10,46,21390370670,33AGC541,Pirot zapad , Beograd,7020
2021-11-07,6,10,48,20300542808,34EJK131,Beograd , Pirot istok,7280
2021-11-07,6,10,49,21390370555,33AGJ544,Pirot zapad , Beograd,7020
2021-11-07,6,10,51,20400902654,34TY7703,Beograd , Dimitrovgrad,7860
2021-11-07,6,10,55,19431002831,14GG329,Pirot zapad , Beograd,7020
2021-11-07,6,10,55,20300838826,81FS451,Šid , Šimanovci,2580
2021-11-07,6,10,55,20400890271,RA8618AB,Šid , Šimanovci,2580
2021-11-07,6,10,56,19431001148,PA6366BT,Šimanovci , Adaševci,2300
2021-11-07,6,10,59,20400907786,14ABE636,Beograd , Dimitrovgrad,7860
2021-11-07,6,11,4,19241028356,42ADD813,Mali Požarevac , Beograd,460
2021-11-07,6,11,4,19241032333,42FNN38,Mali Požarevac , Beograd,460
2021-11-07,6,11,4,19241032838,42ADF961,Mali Požarevac , Beograd,460
2021-11-07,6,11,4,19460016678,42FNN51,Mali Požarevac , Beograd,460
2021-11-07,6,11,4,20300513569,34DMJ516,Beograd , Niš Malča,5690
2021-11-07,6,11,5,20400953566,81ABP393,Šimanovci , Ruma,880
2021-11-07,6,11,7,19241026194,CB2125AX,Šimanovci , Adaševci,2300
2021-11-07,6,11,7,19241026251,CB1454HA,Šimanovci , Adaševci,2300
2021-11-07,6,11,7,21250582588,16AKV102,Šid , Šimanovci,2580
2021-11-07,6,11,8,20300655543,CB8990AH,Beograd , Dimitrovgrad,7860
2021-11-07,6,11,8,20400949283,SK2612AI,Beograd , Preševo,8910
2021-11-07,6,11,11,19231026022,34CPD89,Morović , Šimanovci,2300
2021-11-07,6,11,11,19451125405,81ABH725,Šid , Šimanovci,2580
2021-11-07,6,11,11,21390370449,31AGJ316,Šimanovci , Šid,2580
2021-11-07,6,11,15,20400953806,34TU4778,Šimanovci , Kuzmin,1900
2021-11-07,6,11,19,19431047166,34SU0327,Pirot istok , Beograd,9310
2021-11-07,6,11,23,21320610880,14FB955,Šid , Šimanovci,2580
2021-11-07,6,11,28,19431047075,14GM656,Beograd , Dimitrovgrad,7860
2021-11-07,6,11,29,20410679698,ZG6700HG,Šid , Ruma,1700
2021-11-07,6,11,32,19231182874,34CGE900,Pirot istok , Niš Malča,1590
2021-11-07,6,11,32,21320619584,34NV8788,Pirot istok , Niš Malča,1590
2021-11-07,6,11,33,20400907240,61K2197,Pirot zapad , Beograd,7020
2021-11-07,6,11,37,19231111154,07DJY18,Šimanovci , Šid,2580
2021-11-07,6,11,38,21390370282,31AGU205,Šimanovci , Šid,2580
2021-11-07,6,11,39,20400902969,PB5711HA,Morović , Šimanovci,2300
2021-11-07,6,11,39,20400953434,PB1968TT,Morović , Šimanovci,2300
2021-11-07,6,11,40,19451035646,16AKB865,Dimitrovgrad , Niš Malča,2160
2021-11-07,6,11,40,20400907729,16ALU619,Dimitrovgrad , Niš Malča,2160
2021-11-07,6,11,40,21250616428,16APK764,Dimitrovgrad , Niš Malča,2160
2021-11-07,6,11,42,21250582919,31AGR790,Pirot istok , Niš Malča,1590
2021-11-07,6,11,42,21320610104,31AGS091,Pirot istok , Niš Malča,1590
2021-11-07,6,11,44,20410732455,33RK264,Šid , Šimanovci,2580
2021-11-07,6,11,45,19460074909,PZ926DA,Beograd , Pirot zapad,7020
2021-11-07,6,11,47,19231111717,34HY2539,Šid , Šimanovci,2580
2021-11-07,6,11,47,19451035240,34Y2618,Šid , Šimanovci,2580
2021-11-07,6,11,48,20400885057,42AIZ758,Beograd , Pirot istok,7280
2021-11-07,6,11,51,20410729337,9T42294,Subotica , Stara Pazova,3810
2021-11-07,6,11,52,20410724023,3AE4333,Subotica , Stara Pazova,3810
2021-11-07,6,11,54,20400877294,81ABS513,Dimitrovgrad , Niš Malča,2160
2021-11-07,6,11,57,19451080071,PZ311EE,Beograd , Dimitrovgrad,7860
2021-11-07,6,11,57,20300663786,81FP130,Pirot istok , Beograd,7280
2021-11-07,6,11,57,21390370563,81EC311,Pirot istok , Beograd,7280
2021-11-07,6,12,0,19440719839,34CRS945,Šimanovci , Kuzmin,1900
2021-11-07,6,12,0,20300513726,34EIN344,Beograd , Niš Malča,5690
2021-11-07,6,12,0,20410728479,42DAT66,Šimanovci , Kuzmin,1900
2021-11-07,6,12,2,19431002476,16AKL065,Bela Palanka , Dimitrovgrad,1440
2021-11-07,6,12,4,21250616709,16APV229,Dimitrovgrad , Pirot istok,570
2021-11-07,6,12,5,20300655667,81EG889,Beograd , Dimitrovgrad,7860
2021-11-07,6,12,8,19451125215,CO5593CC,Beograd , Pirot istok,7280
2021-11-07,6,12,9,20290902657,34BFG348,Subotica , Stara Pazova,3810
2021-11-07,6,12,9,20400902027,34BEJ831,Subotica , Stara Pazova,3810
2021-11-07,6,12,14,19450392618,31BC750,Beograd , Dimitrovgrad,7860
2021-11-07,6,12,14,19451045942,31AYY37,Beograd , Dimitrovgrad,7860
2021-11-07,6,12,14,19460016686,31AJ957,Beograd , Dimitrovgrad,7860
2021-11-07,6,12,17,21320608108,34DJN002,Subotica , Stara Pazova,3810
2021-11-07,6,12,17,21320610252,34DMH440,Subotica , Stara Pazova,3810
2021-11-07,6,12,22,20300773015,42ERB43,Dimitrovgrad , Beograd,7860
2021-11-07,6,12,23,20410731044,34DKY791,Niš Malča , Beograd,5690
2021-11-07,6,12,25,19241031350,42AAL932,Morović , Šimanovci,2300
2021-11-07,6,12,25,19451125082,CB9742PC,Morović , Šimanovci,2300
2021-11-07,6,12,25,20300655790,81FC211,Beograd , Pirot istok,7280
2021-11-07,6,12,26,19231026741,34UG1610,Morović , Šimanovci,2300
2021-11-07,6,12,26,20300658729,42AIZ147,Morović , Šimanovci,2300
2021-11-07,6,12,28,20410680969,42BBH13,Mali Požarevac , Pojate,3340
2021-11-07,6,12,30,21320619766,CB5680CT,Dimitrovgrad , Beograd,7860
2021-11-07,6,12,35,19451046700,CO1600BC,Morović , Šimanovci,2300
2021-11-07,6,12,36,20300542345,CB9101KP,Morović , Šimanovci,2300
2021-11-07,6,12,37,20300655162,16AOY918,Šid , Šimanovci,2580
2021-11-07,6,12,40,20400890776,LJ53FUD,Batočina , Beograd,2370
2021-11-07,6,12,41,21250582125,34ZK4901,Pirot istok , Beograd,7280
2021-11-07,6,12,42,19231093295,61K0198,Šimanovci , Adaševci,2300
2021-11-07,6,12,42,20300658588,61ADR220,Šimanovci , Adaševci,2300
2021-11-07,6,12,42,20400877401,61BU480,Šimanovci , Adaševci,2300
2021-11-07,6,12,46,19221102684,07AED421,Šid , Šimanovci,2580
2021-11-07,6,12,46,19241028356,42ADD813,Šimanovci , Šid,2580
2021-11-07,6,12,46,19241032333,42FNN38,Šimanovci , Šid,2580
2021-11-07,6,12,46,19241032838,42ADF961,Šimanovci , Šid,2580
2021-11-07,6,12,46,19460016678,42FNN51,Šimanovci , Šid,2580
2021-11-07,6,12,46,20400885503,23ACD668,Subotica , Stara Pazova,3810
2021-11-07,6,12,47,19460014079,ZG6166GU,Batočina , Pirot istok,4910
2021-11-07,6,12,53,20300838891,34BTB275,Šid , Šimanovci,2580
2021-11-07,6,12,53,20410724668,81FS329,Šid , Šimanovci,2580
2021-11-07,6,12,54,19440696862,34BTB854,Šid , Šimanovci,2580
2021-11-07,6,12,54,20410724189,81ABD229,Šid , Šimanovci,2580
2021-11-07,6,12,55,19451124820,16AHD876,Šid , Šimanovci,2580
2021-11-07,6,12,55,19451124895,CB2526BT,Šimanovci , Šid,2580
2021-11-07,6,12,55,20300513726,34EIN344,Niš Malča , Pirot zapad,1320
2021-11-07,6,12,55,20300658745,81FC998,Šimanovci , Šid,2580
2021-11-07,6,12,55,20400890503,BT1114AF,Beograd , Preševo,8910
2021-11-07,6,12,55,21320608116,CB2526KT,Šimanovci , Šid,2580
2021-11-07,6,12,56,20300663786,81FP130,Šimanovci , Ruma,880
